baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MSTRG.5.1|257|u|NA|Contig005504_C_parapsilosis_CDC317|cpar	4928.05562648236	1.48498238425103	0.281862954669933	5.2684553242904	1.37576515034714e-07	7.77103794391348e-07
MSTRG.319.1|201|x|CPAR2_601680-T|Contig005504_C_parapsilosis_CDC317|cpar	7.37891757098962	-2.50069660910176	0.691739791988907	-3.61508277832579	0.000300251667758124	0.000991079675110321
MSTRG.367.1|986|u|NA|Contig005504_C_parapsilosis_CDC317|cpar	12.9131212563878	-2.74271536535105	0.573547364912582	-4.78202068937948	1.73541812394918e-06	8.32059337580055e-06
MSTRG.494.1|578|u|NA|Contig005504_C_parapsilosis_CDC317|cpar	7.86975782244391	-3.67394354312491	1.05471244114065	-3.48336039266932	0.000495161300606656	0.00155794653117704
MSTRG.508.1|584|x|CPAR2_602560-T|Contig005504_C_parapsilosis_CDC317|cpar	30.4590112872601	-1.47767257845633	0.500821552677738	-2.9504971791962	0.00317262941497107	0.00840575087297082
MSTRG.542.1|221|x|CPAR2_602710-T|Contig005504_C_parapsilosis_CDC317|cpar	6.09451158278097	-2.61890577840878	0.775454467047333	-3.37725281070426	0.000732137253173691	0.0022180203804494
MSTRG.609.1|2119|x|CPAR2_603080-T|Contig005504_C_parapsilosis_CDC317|cpar	84.5849141670243	-1.07895451368919	0.316951866206802	-3.40415889201674	0.000663681351291485	0.00203256406141435
MSTRG.615.1|2175|u|NA|Contig005504_C_parapsilosis_CDC317|cpar	49.0931211966523	-1.62599862203506	0.391752524872155	-4.15057598560644	3.31639643947774e-05	0.000129699238958384
MSTRG.617.1|936|u|NA|Contig005504_C_parapsilosis_CDC317|cpar	52.6361198956709	-1.06340500696237	0.279378077462232	-3.80632946085802	0.000141044469409472	0.000495550425094892
MSTRG.619.1|1439|u|NA|Contig005504_C_parapsilosis_CDC317|cpar	34.9047219414303	-1.48972265526667	0.368280902383819	-4.04507169832578	5.23071131560711e-05	0.000197517287257854
