|intergenic|ChrA_C_glabrata_CBS138:1266-1607()	inter	0.260997067449	cglab
|intergenic|ChrA_C_glabrata_CBS138:4809-5280()	inter	0.282377919321	cglab
|intergenic|ChrA_C_glabrata_CBS138:6179-6438()	inter	0.285714285714	cglab
|intergenic|ChrA_C_glabrata_CBS138:6789-6810()	inter	0.380952380952	cglab
|intergenic|ChrA_C_glabrata_CBS138:8056-8876()	inter	0.360975609756	cglab
|intergenic|ChrA_C_glabrata_CBS138:19017-19119()	inter	0.313725490196	cglab
|intergenic|ChrA_C_glabrata_CBS138:21857-22056()	inter	0.532663316583	cglab
|intergenic|ChrA_C_glabrata_CBS138:27649-27685()	inter	0.111111111111	cglab
|intergenic|ChrA_C_glabrata_CBS138:33858-33937()	inter	0.164556962025	cglab
|intergenic|ChrA_C_glabrata_CBS138:36387-36448()	inter	0.393442622951	cglab
|intergenic|ChrA_C_glabrata_CBS138:40397-40757()	inter	0.338888888889	cglab
|intergenic|ChrA_C_glabrata_CBS138:53637-53687()	inter	0.36	cglab
|intergenic|ChrA_C_glabrata_CBS138:57757-58582()	inter	0.48	cglab
|intergenic|ChrA_C_glabrata_CBS138:63507-63557()	inter	0.28	cglab
|intergenic|ChrA_C_glabrata_CBS138:64997-65092()	inter	0.315789473684	cglab
|intergenic|ChrA_C_glabrata_CBS138:70892-70936()	inter	0.204545454545	cglab
|intergenic|ChrA_C_glabrata_CBS138:71320-71626()	inter	0.274509803922	cglab
|intergenic|ChrA_C_glabrata_CBS138:71735-71827()	inter	0.282608695652	cglab
|intergenic|ChrA_C_glabrata_CBS138:77126-77493()	inter	0.288828337875	cglab
|intergenic|ChrA_C_glabrata_CBS138:92857-92915()	inter	0.310344827586	cglab
|intergenic|ChrA_C_glabrata_CBS138:100939-101026()	inter	0.632183908046	cglab
|intergenic|ChrA_C_glabrata_CBS138:101433-101596()	inter	0.466257668712	cglab
|intergenic|ChrA_C_glabrata_CBS138:102702-102765()	inter	0.571428571429	cglab
|intergenic|ChrA_C_glabrata_CBS138:106575-106775()	inter	0.47	cglab
|intergenic|ChrA_C_glabrata_CBS138:108829-108878()	inter	0.265306122449	cglab
|intergenic|ChrA_C_glabrata_CBS138:111819-111840()	inter	0.47619047619	cglab
|intergenic|ChrA_C_glabrata_CBS138:114593-114663()	inter	0.328571428571	cglab
|intergenic|ChrA_C_glabrata_CBS138:116830-116986()	inter	0.346153846154	cglab
|intergenic|ChrA_C_glabrata_CBS138:131211-131316()	inter	0.314285714286	cglab
|intergenic|ChrA_C_glabrata_CBS138:135705-136006()	inter	0.521594684385	cglab
|intergenic|ChrA_C_glabrata_CBS138:140249-140256()	inter	0.142857142857	cglab
|intergenic|ChrA_C_glabrata_CBS138:144775-145136()	inter	0.476454293629	cglab
|intergenic|ChrA_C_glabrata_CBS138:147039-147106()	inter	0.298507462687	cglab
|intergenic|ChrA_C_glabrata_CBS138:149462-149636()	inter	0.258620689655	cglab
|intergenic|ChrA_C_glabrata_CBS138:152897-153154()	inter	0.249027237354	cglab
|intergenic|ChrA_C_glabrata_CBS138:154933-155456()	inter	0.307839388145	cglab
|intergenic|ChrA_C_glabrata_CBS138:155554-155565()	inter	0.0	cglab
