|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:3477-3661()	inter	0.266304347826	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:4903-5206()	inter	0.336633663366	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:5821-6015()	inter	0.314432989691	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:9048-9220()	inter	0.343023255814	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:11293-11371()	inter	0.24358974359	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:11685-11750()	inter	0.261538461538	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:12206-12594()	inter	0.386597938144	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:13357-13543()	inter	0.279569892473	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:14851-15005()	inter	0.227272727273	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:15237-15668()	inter	0.287703016241	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:16670-17089()	inter	0.298329355609	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:18304-18448()	inter	0.305555555556	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:20029-20098()	inter	0.434782608696	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:21049-21261()	inter	0.297169811321	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:23878-24045()	inter	0.353293413174	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:27745-27779()	inter	0.264705882353	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:29057-29626()	inter	0.335676625659	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:30403-30645()	inter	0.322314049587	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:31929-32812()	inter	0.306908267271	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:33400-34037()	inter	0.320251177394	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:35732-35785()	inter	0.169811320755	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:38854-39234()	inter	0.263157894737	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:40583-41205()	inter	0.332797427653	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:41595-41643()	inter	0.229166666667	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:42120-42366()	inter	0.272357723577	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:43461-43670()	inter	0.301435406699	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:44794-45040()	inter	0.329268292683	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:46063-46277()	inter	0.308411214953	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:47150-47814()	inter	0.290662650602	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:49506-49538()	inter	0.09375	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:51083-51260()	inter	0.322033898305	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:51974-51985()	inter	0.0	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:55318-55512()	inter	0.288659793814	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:56403-56420()	inter	0.0588235294118	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:58760-58824()	inter	0.25	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:60405-60468()	inter	0.238095238095	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:60839-61047()	inter	0.341346153846	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:64796-64980()	inter	0.342391304348	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:65565-65587()	inter	0.272727272727	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:67495-68332()	inter	0.31660692951	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:69148-69199()	inter	0.156862745098	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:69841-69988()	inter	0.258503401361	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:70735-71034()	inter	0.301003344482	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:72695-73140()	inter	0.301123595506	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:74886-75290()	inter	0.292079207921	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:75608-75854()	inter	0.20325203252	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:76626-77384()	inter	0.212401055409	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:79793-80551()	inter	0.320580474934	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:81569-82024()	inter	0.261538461538	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:82648-82770()	inter	0.327868852459	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:83091-83255()	inter	0.329268292683	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:83639-83872()	inter	0.296137339056	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:84372-84506()	inter	0.313432835821	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:85964-85993()	inter	0.0	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:88270-88822()	inter	0.288043478261	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:90985-91298()	inter	0.319488817891	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:91907-92061()	inter	0.311688311688	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:95291-96281()	inter	0.313131313131	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:96759-98165()	inter	0.298719772404	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:99719-100507()	inter	0.314720812183	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:101147-101427()	inter	0.267857142857	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:103518-103639()	inter	0.214876033058	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:105066-105352()	inter	0.339160839161	ctrop
|intergenic|Supercontig_3.10_C_tropicalis_MYA-3404:107004-107238()	inter	0.32905982906	ctrop
