C1_00010W_A-T	pc	0.386430678466	calb
C1_00020C_A-T	pc	0.5	calb
C1_00030C_A-T	pc	0.477564102564	calb
C1_00040W_A-T	pc	0.43359375	calb
C1_00050C_A-T	pc	0.350574712644	calb
C1_00060W_A-T	pc	0.485380116959	calb
C1_00070W_A-T	pc	0.483930211203	calb
C1_00080C_A-T	pc	0.454225352113	calb
C1_00090W_A-T	pc	0.450191570881	calb
C1_00100C_A-T	pc	0.443072702332	calb
C1_00110W_A-T	pc	0.464571780653	calb
C1_00120C_A-T	pc	0.444933920705	calb
C1_00130C_A-T	pc	0.415238095238	calb
C1_00140W_A-T	pc	0.426889106968	calb
C1_00150C_A-T	pc	0.417870518994	calb
C1_00160C_A-T	pc	0.40897755611	calb
C1_00170W_A-T	pc	0.408620689655	calb
C1_00180W_A-T	pc	0.384742951907	calb
C1_00190C_A-T	pc	0.356807511737	calb
C1_00200C_A-T	pc	0.318965517241	calb
C1_00210C_A-T	pc	0.382683982684	calb
C1_00220W_A-T	pc	0.411009174312	calb
C1_00230C_A-T	pc	0.397047397047	calb
C1_00240C_A-T	pc	0.493150684932	calb
C1_00270W_A-T	pc	0.401111111111	calb
C1_00280C_A-T	pc	0.374045801527	calb
C1_00290W_A-T	pc	0.363914373089	calb
C1_00310W_A-T	pc	0.398201669878	calb
C1_00320W_A-T	pc	0.394402035623	calb
C1_00330C_A-T	pc	0.395264116576	calb
C1_00340W_A-T	pc	0.380187416332	calb
C1_00350C_A-T	pc	0.369863013699	calb
C1_00360W_A-T	pc	0.372767857143	calb
C1_00370W_A-T	pc	0.315789473684	calb
C1_00380C_A-T	pc	0.327524575514	calb
C1_00390W_A-T	pc	0.392322097378	calb
C1_00400W_A-T	pc	0.366405570061	calb
C1_00410C_A-T	pc	0.359116022099	calb
C1_00420W_A-T	pc	0.344650205761	calb
C1_00430W_A-T	pc	0.372689326178	calb
C1_00440W_A-T	pc	0.349338900487	calb
C1_00450C_A-T	pc	0.364238410596	calb
C1_00460W_A-T	pc	0.383177570093	calb
C1_00470C_A-T	pc	0.362745098039	calb
C1_00480C_A-T	pc	0.381205673759	calb
C1_00490C_A-T	pc	0.363888888889	calb
C1_00500C_A-T	pc	0.362487852284	calb
C1_00510W_A-T	pc	0.381720430108	calb
C1_00520W_A-T	pc	0.357249626308	calb
